gene,gene_effect,z_score,mean,stddev
ANXA4,-0.18319637663231325,-2.376040219016353,0.07519794105538459,0.10874997637652337
ANKHD1,-0.47872087422993026,-2.37315931804902,-0.1171791789204548,0.15234615415820452
TMEM238,-0.3374384039370984,-2.3699376218676123,-0.02834874180030342,0.1304210116269723
SLC25A20,-0.5067352805168469,-2.3690428266938426,-0.14245900694231137,0.1537651702493312
TRIM41,-0.41707410216474367,-2.3657281681414952,-0.04860204029460989,0.15575418462367283
NUP98,-1.3814499532540319,-2.36474194004388,-0.8001661465843688,0.24581278693728278
HID1,-0.5309797300736881,-2.363654013944797,-0.191761618644435,0.14351428315141543
SELENON,-0.49021136560226986,-2.3617213241810044,-0.05119547617020043,0.18588809989438992
IFI27L1,-0.30131806492003,-2.3515620388201532,-0.011410569865001635,0.1232829456629957
OR4C46,-1.0385242868619715,-2.3497359825450532,-0.5117153154418207,0.22419921869245577
PSAT1,-0.6441344851597826,-2.345303901457781,-0.2507754444596245,0.16772199136139931
GPANK1,-0.369017981284544,-2.3419899575809486,-0.08205441034153209,0.12252980420096155
TAB2,-0.34100627779712794,-2.339912661616541,-0.007501252268807512,0.14252883494288918
RBMS2,-0.30376267319689365,-2.3238711562273657,-0.027632789161712034,0.11882323307607907
SLC2A11,-0.31400513006051745,-2.3193000635485808,-0.0016169868980999084,0.13469069745311726
DCXR,-0.3416735613713973,-2.3157237375076494,-0.07175160727142585,0.11656051614795862
C2orf69,-0.48477259435103315,-2.313459517133689,-0.17260608229376753,0.13493493607531595
GLUL,-0.5068232197066532,-2.309627747779198,-0.12001116789445461,0.1674780934651198
FAIM2,-0.2529595281523502,-2.3054350163287722,0.025113217530546027,0.12061617166104541
SLITRK2,-0.21679181217548768,-2.3047062272584324,0.029361174270638727,0.10680449574648745
PPP1R2,-1.7725577632369014,-2.2848354612223334,-0.9202220197070596,0.373040316467192
MAGEC2,-0.2814471308716089,-2.280407716371792,0.027450975803137437,0.13545740283944221
INHBB,-0.30454118162607,-2.278811507090108,0.01726007972148218,0.14121451482333053
PTPDC1,-0.2672018775686603,-2.272342135857639,0.01967893144090652,0.12624895013940796
PDK4,-0.20818446853371853,-2.2665264416252935,0.05588858193022829,0.11651002415598725
FBXO9,-0.35692694124807,-2.261539224032783,-0.09454727668103767,0.11601817990985634
AHCTF1,-1.7708154434956727,-2.254553845374483,-1.136819185136112,0.28120697124191035
OR51E1,-0.28229629552210095,-2.2501163757806957,-0.005718224150013375,0.12291722968156553
GNGT1,-0.08829311985156496,-2.2485147611563283,0.1449210918202764,0.10371922644257309
DDN,-0.8289641932750744,-2.2457112249197113,-0.3688966159754859,0.20486497649137272
